source_path,target_path,anchor,reason,placement
/questions/building-notice-or-full-plans-for-loft-conversion/,/projects/loft-conversion-building-regulations/,Loft conversion building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/loft-conversion-building-regulations/,/questions/building-control-inspections-for-loft-conversion/,Building control inspections for Loft conversion,Parent project should support related long-tail questions.,related_question
/questions/building-control-inspections-for-loft-conversion/,/projects/loft-conversion-building-regulations/,Loft conversion building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/loft-conversion-building-regulations/,/questions/completion-certificate-for-loft-conversion/,Completion certificate for Loft conversion,Parent project should support related long-tail questions.,related_question
/questions/completion-certificate-for-loft-conversion/,/projects/loft-conversion-building-regulations/,Loft conversion building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/loft-conversion-building-regulations/,/questions/what-documents-do-i-need-for-loft-conversion/,What documents do I need for Loft conversion?,Parent project should support related long-tail questions.,related_question
/questions/what-documents-do-i-need-for-loft-conversion/,/projects/loft-conversion-building-regulations/,Loft conversion building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/loft-conversion-building-regulations/,/questions/common-building-regs-mistakes-loft-conversion/,Common building regulations mistakes with Loft conversion,Parent project should support related long-tail questions.,related_question
/questions/common-building-regs-mistakes-loft-conversion/,/projects/loft-conversion-building-regulations/,Loft conversion building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/garage-conversion-building-regulations/,/questions/do-i-need-building-regulations-for-garage-conversion/,Do I need building regulations for Garage conversion?,Parent project should support related long-tail questions.,related_question
/questions/do-i-need-building-regulations-for-garage-conversion/,/projects/garage-conversion-building-regulations/,Garage conversion building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/garage-conversion-building-regulations/,/questions/building-notice-or-full-plans-for-garage-conversion/,Building notice or full plans for Garage conversion?,Parent project should support related long-tail questions.,related_question
/questions/building-notice-or-full-plans-for-garage-conversion/,/projects/garage-conversion-building-regulations/,Garage conversion building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/garage-conversion-building-regulations/,/questions/building-control-inspections-for-garage-conversion/,Building control inspections for Garage conversion,Parent project should support related long-tail questions.,related_question
/questions/building-control-inspections-for-garage-conversion/,/projects/garage-conversion-building-regulations/,Garage conversion building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/garage-conversion-building-regulations/,/questions/completion-certificate-for-garage-conversion/,Completion certificate for Garage conversion,Parent project should support related long-tail questions.,related_question
/questions/completion-certificate-for-garage-conversion/,/projects/garage-conversion-building-regulations/,Garage conversion building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/garage-conversion-building-regulations/,/questions/what-documents-do-i-need-for-garage-conversion/,What documents do I need for Garage conversion?,Parent project should support related long-tail questions.,related_question
/questions/what-documents-do-i-need-for-garage-conversion/,/projects/garage-conversion-building-regulations/,Garage conversion building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/garage-conversion-building-regulations/,/questions/common-building-regs-mistakes-garage-conversion/,Common building regulations mistakes with Garage conversion,Parent project should support related long-tail questions.,related_question
/questions/common-building-regs-mistakes-garage-conversion/,/projects/garage-conversion-building-regulations/,Garage conversion building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/removing-load-bearing-wall-building-regulations/,/questions/do-i-need-building-regulations-for-removing-load-bearing-wall/,Do I need building regulations for Removing a load-bearing wall?,Parent project should support related long-tail questions.,related_question
/questions/do-i-need-building-regulations-for-removing-load-bearing-wall/,/projects/removing-load-bearing-wall-building-regulations/,Removing a load-bearing wall building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/removing-load-bearing-wall-building-regulations/,/questions/building-notice-or-full-plans-for-removing-load-bearing-wall/,Building notice or full plans for Removing a load-bearing wall?,Parent project should support related long-tail questions.,related_question
/questions/building-notice-or-full-plans-for-removing-load-bearing-wall/,/projects/removing-load-bearing-wall-building-regulations/,Removing a load-bearing wall building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/removing-load-bearing-wall-building-regulations/,/questions/building-control-inspections-for-removing-load-bearing-wall/,Building control inspections for Removing a load-bearing wall,Parent project should support related long-tail questions.,related_question
/questions/building-control-inspections-for-removing-load-bearing-wall/,/projects/removing-load-bearing-wall-building-regulations/,Removing a load-bearing wall building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/removing-load-bearing-wall-building-regulations/,/questions/completion-certificate-for-removing-load-bearing-wall/,Completion certificate for Removing a load-bearing wall,Parent project should support related long-tail questions.,related_question
/questions/completion-certificate-for-removing-load-bearing-wall/,/projects/removing-load-bearing-wall-building-regulations/,Removing a load-bearing wall building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/removing-load-bearing-wall-building-regulations/,/questions/what-documents-do-i-need-for-removing-load-bearing-wall/,What documents do I need for Removing a load-bearing wall?,Parent project should support related long-tail questions.,related_question
/questions/what-documents-do-i-need-for-removing-load-bearing-wall/,/projects/removing-load-bearing-wall-building-regulations/,Removing a load-bearing wall building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/removing-load-bearing-wall-building-regulations/,/questions/common-building-regs-mistakes-removing-load-bearing-wall/,Common building regulations mistakes with Removing a load-bearing wall,Parent project should support related long-tail questions.,related_question
/questions/common-building-regs-mistakes-removing-load-bearing-wall/,/projects/removing-load-bearing-wall-building-regulations/,Removing a load-bearing wall building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/chimney-breast-removal-building-regulations/,/questions/do-i-need-building-regulations-for-chimney-breast-removal/,Do I need building regulations for Chimney breast removal?,Parent project should support related long-tail questions.,related_question
/questions/do-i-need-building-regulations-for-chimney-breast-removal/,/projects/chimney-breast-removal-building-regulations/,Chimney breast removal building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/chimney-breast-removal-building-regulations/,/questions/building-notice-or-full-plans-for-chimney-breast-removal/,Building notice or full plans for Chimney breast removal?,Parent project should support related long-tail questions.,related_question
/questions/building-notice-or-full-plans-for-chimney-breast-removal/,/projects/chimney-breast-removal-building-regulations/,Chimney breast removal building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/chimney-breast-removal-building-regulations/,/questions/building-control-inspections-for-chimney-breast-removal/,Building control inspections for Chimney breast removal,Parent project should support related long-tail questions.,related_question
/questions/building-control-inspections-for-chimney-breast-removal/,/projects/chimney-breast-removal-building-regulations/,Chimney breast removal building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/chimney-breast-removal-building-regulations/,/questions/completion-certificate-for-chimney-breast-removal/,Completion certificate for Chimney breast removal,Parent project should support related long-tail questions.,related_question
/questions/completion-certificate-for-chimney-breast-removal/,/projects/chimney-breast-removal-building-regulations/,Chimney breast removal building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/chimney-breast-removal-building-regulations/,/questions/what-documents-do-i-need-for-chimney-breast-removal/,What documents do I need for Chimney breast removal?,Parent project should support related long-tail questions.,related_question
/questions/what-documents-do-i-need-for-chimney-breast-removal/,/projects/chimney-breast-removal-building-regulations/,Chimney breast removal building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/chimney-breast-removal-building-regulations/,/questions/common-building-regs-mistakes-chimney-breast-removal/,Common building regulations mistakes with Chimney breast removal,Parent project should support related long-tail questions.,related_question
/questions/common-building-regs-mistakes-chimney-breast-removal/,/projects/chimney-breast-removal-building-regulations/,Chimney breast removal building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/bathroom-building-regulations/,/questions/do-i-need-building-regulations-for-bathroom/,Do I need building regulations for Bathroom?,Parent project should support related long-tail questions.,related_question
/questions/do-i-need-building-regulations-for-bathroom/,/projects/bathroom-building-regulations/,Bathroom building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/bathroom-building-regulations/,/questions/building-notice-or-full-plans-for-bathroom/,Building notice or full plans for Bathroom?,Parent project should support related long-tail questions.,related_question
/questions/building-notice-or-full-plans-for-bathroom/,/projects/bathroom-building-regulations/,Bathroom building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/bathroom-building-regulations/,/questions/building-control-inspections-for-bathroom/,Building control inspections for Bathroom,Parent project should support related long-tail questions.,related_question
/questions/building-control-inspections-for-bathroom/,/projects/bathroom-building-regulations/,Bathroom building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/bathroom-building-regulations/,/questions/completion-certificate-for-bathroom/,Completion certificate for Bathroom,Parent project should support related long-tail questions.,related_question
/questions/completion-certificate-for-bathroom/,/projects/bathroom-building-regulations/,Bathroom building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/bathroom-building-regulations/,/questions/what-documents-do-i-need-for-bathroom/,What documents do I need for Bathroom?,Parent project should support related long-tail questions.,related_question
/questions/what-documents-do-i-need-for-bathroom/,/projects/bathroom-building-regulations/,Bathroom building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/bathroom-building-regulations/,/questions/common-building-regs-mistakes-bathroom/,Common building regulations mistakes with Bathroom,Parent project should support related long-tail questions.,related_question
/questions/common-building-regs-mistakes-bathroom/,/projects/bathroom-building-regulations/,Bathroom building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/kitchen-building-regulations/,/questions/do-i-need-building-regulations-for-kitchen/,Do I need building regulations for Kitchen?,Parent project should support related long-tail questions.,related_question
/questions/do-i-need-building-regulations-for-kitchen/,/projects/kitchen-building-regulations/,Kitchen building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/kitchen-building-regulations/,/questions/building-notice-or-full-plans-for-kitchen/,Building notice or full plans for Kitchen?,Parent project should support related long-tail questions.,related_question
/questions/building-notice-or-full-plans-for-kitchen/,/projects/kitchen-building-regulations/,Kitchen building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/kitchen-building-regulations/,/questions/building-control-inspections-for-kitchen/,Building control inspections for Kitchen,Parent project should support related long-tail questions.,related_question
/questions/building-control-inspections-for-kitchen/,/projects/kitchen-building-regulations/,Kitchen building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/kitchen-building-regulations/,/questions/completion-certificate-for-kitchen/,Completion certificate for Kitchen,Parent project should support related long-tail questions.,related_question
/questions/completion-certificate-for-kitchen/,/projects/kitchen-building-regulations/,Kitchen building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/kitchen-building-regulations/,/questions/what-documents-do-i-need-for-kitchen/,What documents do I need for Kitchen?,Parent project should support related long-tail questions.,related_question
/questions/what-documents-do-i-need-for-kitchen/,/projects/kitchen-building-regulations/,Kitchen building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/kitchen-building-regulations/,/questions/common-building-regs-mistakes-kitchen/,Common building regulations mistakes with Kitchen,Parent project should support related long-tail questions.,related_question
/questions/common-building-regs-mistakes-kitchen/,/projects/kitchen-building-regulations/,Kitchen building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/replacement-windows-doors-building-regulations/,/questions/do-i-need-building-regulations-for-replacement-windows-doors/,Do I need building regulations for Replacement windows and doors?,Parent project should support related long-tail questions.,related_question
/questions/do-i-need-building-regulations-for-replacement-windows-doors/,/projects/replacement-windows-doors-building-regulations/,Replacement windows and doors building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/replacement-windows-doors-building-regulations/,/questions/building-notice-or-full-plans-for-replacement-windows-doors/,Building notice or full plans for Replacement windows and doors?,Parent project should support related long-tail questions.,related_question
/questions/building-notice-or-full-plans-for-replacement-windows-doors/,/projects/replacement-windows-doors-building-regulations/,Replacement windows and doors building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/replacement-windows-doors-building-regulations/,/questions/building-control-inspections-for-replacement-windows-doors/,Building control inspections for Replacement windows and doors,Parent project should support related long-tail questions.,related_question
/questions/building-control-inspections-for-replacement-windows-doors/,/projects/replacement-windows-doors-building-regulations/,Replacement windows and doors building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/replacement-windows-doors-building-regulations/,/questions/completion-certificate-for-replacement-windows-doors/,Completion certificate for Replacement windows and doors,Parent project should support related long-tail questions.,related_question
/questions/completion-certificate-for-replacement-windows-doors/,/projects/replacement-windows-doors-building-regulations/,Replacement windows and doors building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/replacement-windows-doors-building-regulations/,/questions/what-documents-do-i-need-for-replacement-windows-doors/,What documents do I need for Replacement windows and doors?,Parent project should support related long-tail questions.,related_question
/questions/what-documents-do-i-need-for-replacement-windows-doors/,/projects/replacement-windows-doors-building-regulations/,Replacement windows and doors building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/replacement-windows-doors-building-regulations/,/questions/common-building-regs-mistakes-replacement-windows-doors/,Common building regulations mistakes with Replacement windows and doors,Parent project should support related long-tail questions.,related_question
/questions/common-building-regs-mistakes-replacement-windows-doors/,/projects/replacement-windows-doors-building-regulations/,Replacement windows and doors building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/boiler-heating-building-regulations/,/questions/do-i-need-building-regulations-for-boiler-heating/,Do I need building regulations for Boiler and heating?,Parent project should support related long-tail questions.,related_question
/questions/do-i-need-building-regulations-for-boiler-heating/,/projects/boiler-heating-building-regulations/,Boiler and heating building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/boiler-heating-building-regulations/,/questions/building-notice-or-full-plans-for-boiler-heating/,Building notice or full plans for Boiler and heating?,Parent project should support related long-tail questions.,related_question
/questions/building-notice-or-full-plans-for-boiler-heating/,/projects/boiler-heating-building-regulations/,Boiler and heating building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/boiler-heating-building-regulations/,/questions/building-control-inspections-for-boiler-heating/,Building control inspections for Boiler and heating,Parent project should support related long-tail questions.,related_question
/questions/building-control-inspections-for-boiler-heating/,/projects/boiler-heating-building-regulations/,Boiler and heating building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/boiler-heating-building-regulations/,/questions/completion-certificate-for-boiler-heating/,Completion certificate for Boiler and heating,Parent project should support related long-tail questions.,related_question
/questions/completion-certificate-for-boiler-heating/,/projects/boiler-heating-building-regulations/,Boiler and heating building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/boiler-heating-building-regulations/,/questions/what-documents-do-i-need-for-boiler-heating/,What documents do I need for Boiler and heating?,Parent project should support related long-tail questions.,related_question
/questions/what-documents-do-i-need-for-boiler-heating/,/projects/boiler-heating-building-regulations/,Boiler and heating building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/boiler-heating-building-regulations/,/questions/common-building-regs-mistakes-boiler-heating/,Common building regulations mistakes with Boiler and heating,Parent project should support related long-tail questions.,related_question
/questions/common-building-regs-mistakes-boiler-heating/,/projects/boiler-heating-building-regulations/,Boiler and heating building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/electrical-work-building-regulations/,/questions/do-i-need-building-regulations-for-electrical-work/,Do I need building regulations for Electrical work?,Parent project should support related long-tail questions.,related_question
/questions/do-i-need-building-regulations-for-electrical-work/,/projects/electrical-work-building-regulations/,Electrical work building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/electrical-work-building-regulations/,/questions/building-notice-or-full-plans-for-electrical-work/,Building notice or full plans for Electrical work?,Parent project should support related long-tail questions.,related_question
/questions/building-notice-or-full-plans-for-electrical-work/,/projects/electrical-work-building-regulations/,Electrical work building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/electrical-work-building-regulations/,/questions/building-control-inspections-for-electrical-work/,Building control inspections for Electrical work,Parent project should support related long-tail questions.,related_question
/questions/building-control-inspections-for-electrical-work/,/projects/electrical-work-building-regulations/,Electrical work building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/electrical-work-building-regulations/,/questions/completion-certificate-for-electrical-work/,Completion certificate for Electrical work,Parent project should support related long-tail questions.,related_question
/questions/completion-certificate-for-electrical-work/,/projects/electrical-work-building-regulations/,Electrical work building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/electrical-work-building-regulations/,/questions/what-documents-do-i-need-for-electrical-work/,What documents do I need for Electrical work?,Parent project should support related long-tail questions.,related_question
/questions/what-documents-do-i-need-for-electrical-work/,/projects/electrical-work-building-regulations/,Electrical work building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/electrical-work-building-regulations/,/questions/common-building-regs-mistakes-electrical-work/,Common building regulations mistakes with Electrical work,Parent project should support related long-tail questions.,related_question
/questions/common-building-regs-mistakes-electrical-work/,/projects/electrical-work-building-regulations/,Electrical work building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/solar-panels-building-regulations/,/questions/do-i-need-building-regulations-for-solar-panels/,Do I need building regulations for Solar panels?,Parent project should support related long-tail questions.,related_question
/questions/do-i-need-building-regulations-for-solar-panels/,/projects/solar-panels-building-regulations/,Solar panels building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/solar-panels-building-regulations/,/questions/building-notice-or-full-plans-for-solar-panels/,Building notice or full plans for Solar panels?,Parent project should support related long-tail questions.,related_question
/questions/building-notice-or-full-plans-for-solar-panels/,/projects/solar-panels-building-regulations/,Solar panels building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/solar-panels-building-regulations/,/questions/building-control-inspections-for-solar-panels/,Building control inspections for Solar panels,Parent project should support related long-tail questions.,related_question
/questions/building-control-inspections-for-solar-panels/,/projects/solar-panels-building-regulations/,Solar panels building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/solar-panels-building-regulations/,/questions/completion-certificate-for-solar-panels/,Completion certificate for Solar panels,Parent project should support related long-tail questions.,related_question
/questions/completion-certificate-for-solar-panels/,/projects/solar-panels-building-regulations/,Solar panels building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/solar-panels-building-regulations/,/questions/what-documents-do-i-need-for-solar-panels/,What documents do I need for Solar panels?,Parent project should support related long-tail questions.,related_question
/questions/what-documents-do-i-need-for-solar-panels/,/projects/solar-panels-building-regulations/,Solar panels building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/solar-panels-building-regulations/,/questions/common-building-regs-mistakes-solar-panels/,Common building regulations mistakes with Solar panels,Parent project should support related long-tail questions.,related_question
/questions/common-building-regs-mistakes-solar-panels/,/projects/solar-panels-building-regulations/,Solar panels building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/heat-pump-building-regulations/,/questions/do-i-need-building-regulations-for-heat-pump/,Do I need building regulations for Heat pump?,Parent project should support related long-tail questions.,related_question
/questions/do-i-need-building-regulations-for-heat-pump/,/projects/heat-pump-building-regulations/,Heat pump building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/heat-pump-building-regulations/,/questions/building-notice-or-full-plans-for-heat-pump/,Building notice or full plans for Heat pump?,Parent project should support related long-tail questions.,related_question
/questions/building-notice-or-full-plans-for-heat-pump/,/projects/heat-pump-building-regulations/,Heat pump building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/heat-pump-building-regulations/,/questions/building-control-inspections-for-heat-pump/,Building control inspections for Heat pump,Parent project should support related long-tail questions.,related_question
/questions/building-control-inspections-for-heat-pump/,/projects/heat-pump-building-regulations/,Heat pump building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/heat-pump-building-regulations/,/questions/completion-certificate-for-heat-pump/,Completion certificate for Heat pump,Parent project should support related long-tail questions.,related_question
/questions/completion-certificate-for-heat-pump/,/projects/heat-pump-building-regulations/,Heat pump building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/heat-pump-building-regulations/,/questions/what-documents-do-i-need-for-heat-pump/,What documents do I need for Heat pump?,Parent project should support related long-tail questions.,related_question
/questions/what-documents-do-i-need-for-heat-pump/,/projects/heat-pump-building-regulations/,Heat pump building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/heat-pump-building-regulations/,/questions/common-building-regs-mistakes-heat-pump/,Common building regulations mistakes with Heat pump,Parent project should support related long-tail questions.,related_question
/questions/common-building-regs-mistakes-heat-pump/,/projects/heat-pump-building-regulations/,Heat pump building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/garden-room-building-regulations/,/questions/do-i-need-building-regulations-for-garden-room/,Do I need building regulations for Garden room?,Parent project should support related long-tail questions.,related_question
/questions/do-i-need-building-regulations-for-garden-room/,/projects/garden-room-building-regulations/,Garden room building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/garden-room-building-regulations/,/questions/building-notice-or-full-plans-for-garden-room/,Building notice or full plans for Garden room?,Parent project should support related long-tail questions.,related_question
/questions/building-notice-or-full-plans-for-garden-room/,/projects/garden-room-building-regulations/,Garden room building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/garden-room-building-regulations/,/questions/building-control-inspections-for-garden-room/,Building control inspections for Garden room,Parent project should support related long-tail questions.,related_question
/questions/building-control-inspections-for-garden-room/,/projects/garden-room-building-regulations/,Garden room building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/garden-room-building-regulations/,/questions/completion-certificate-for-garden-room/,Completion certificate for Garden room,Parent project should support related long-tail questions.,related_question
/questions/completion-certificate-for-garden-room/,/projects/garden-room-building-regulations/,Garden room building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/garden-room-building-regulations/,/questions/what-documents-do-i-need-for-garden-room/,What documents do I need for Garden room?,Parent project should support related long-tail questions.,related_question
/questions/what-documents-do-i-need-for-garden-room/,/projects/garden-room-building-regulations/,Garden room building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/garden-room-building-regulations/,/questions/common-building-regs-mistakes-garden-room/,Common building regulations mistakes with Garden room,Parent project should support related long-tail questions.,related_question
/questions/common-building-regs-mistakes-garden-room/,/projects/garden-room-building-regulations/,Garden room building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/outbuilding-building-regulations/,/questions/do-i-need-building-regulations-for-outbuilding/,Do I need building regulations for Outbuilding?,Parent project should support related long-tail questions.,related_question
/questions/do-i-need-building-regulations-for-outbuilding/,/projects/outbuilding-building-regulations/,Outbuilding building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/outbuilding-building-regulations/,/questions/building-notice-or-full-plans-for-outbuilding/,Building notice or full plans for Outbuilding?,Parent project should support related long-tail questions.,related_question
/questions/building-notice-or-full-plans-for-outbuilding/,/projects/outbuilding-building-regulations/,Outbuilding building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/outbuilding-building-regulations/,/questions/building-control-inspections-for-outbuilding/,Building control inspections for Outbuilding,Parent project should support related long-tail questions.,related_question
/questions/building-control-inspections-for-outbuilding/,/projects/outbuilding-building-regulations/,Outbuilding building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/outbuilding-building-regulations/,/questions/completion-certificate-for-outbuilding/,Completion certificate for Outbuilding,Parent project should support related long-tail questions.,related_question
/questions/completion-certificate-for-outbuilding/,/projects/outbuilding-building-regulations/,Outbuilding building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/outbuilding-building-regulations/,/questions/what-documents-do-i-need-for-outbuilding/,What documents do I need for Outbuilding?,Parent project should support related long-tail questions.,related_question
/questions/what-documents-do-i-need-for-outbuilding/,/projects/outbuilding-building-regulations/,Outbuilding building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/outbuilding-building-regulations/,/questions/common-building-regs-mistakes-outbuilding/,Common building regulations mistakes with Outbuilding,Parent project should support related long-tail questions.,related_question
/questions/common-building-regs-mistakes-outbuilding/,/projects/outbuilding-building-regulations/,Outbuilding building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/basement-conversion-building-regulations/,/questions/do-i-need-building-regulations-for-basement-conversion/,Do I need building regulations for Basement conversion?,Parent project should support related long-tail questions.,related_question
/questions/do-i-need-building-regulations-for-basement-conversion/,/projects/basement-conversion-building-regulations/,Basement conversion building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/basement-conversion-building-regulations/,/questions/building-notice-or-full-plans-for-basement-conversion/,Building notice or full plans for Basement conversion?,Parent project should support related long-tail questions.,related_question
/questions/building-notice-or-full-plans-for-basement-conversion/,/projects/basement-conversion-building-regulations/,Basement conversion building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/basement-conversion-building-regulations/,/questions/building-control-inspections-for-basement-conversion/,Building control inspections for Basement conversion,Parent project should support related long-tail questions.,related_question
/questions/building-control-inspections-for-basement-conversion/,/projects/basement-conversion-building-regulations/,Basement conversion building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/basement-conversion-building-regulations/,/questions/completion-certificate-for-basement-conversion/,Completion certificate for Basement conversion,Parent project should support related long-tail questions.,related_question
/questions/completion-certificate-for-basement-conversion/,/projects/basement-conversion-building-regulations/,Basement conversion building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/basement-conversion-building-regulations/,/questions/what-documents-do-i-need-for-basement-conversion/,What documents do I need for Basement conversion?,Parent project should support related long-tail questions.,related_question
/questions/what-documents-do-i-need-for-basement-conversion/,/projects/basement-conversion-building-regulations/,Basement conversion building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/basement-conversion-building-regulations/,/questions/common-building-regs-mistakes-basement-conversion/,Common building regulations mistakes with Basement conversion,Parent project should support related long-tail questions.,related_question
/questions/common-building-regs-mistakes-basement-conversion/,/projects/basement-conversion-building-regulations/,Basement conversion building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/underpinning-building-regulations/,/questions/do-i-need-building-regulations-for-underpinning/,Do I need building regulations for Underpinning?,Parent project should support related long-tail questions.,related_question
/questions/do-i-need-building-regulations-for-underpinning/,/projects/underpinning-building-regulations/,Underpinning building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/underpinning-building-regulations/,/questions/building-notice-or-full-plans-for-underpinning/,Building notice or full plans for Underpinning?,Parent project should support related long-tail questions.,related_question
/questions/building-notice-or-full-plans-for-underpinning/,/projects/underpinning-building-regulations/,Underpinning building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/underpinning-building-regulations/,/questions/building-control-inspections-for-underpinning/,Building control inspections for Underpinning,Parent project should support related long-tail questions.,related_question
/questions/building-control-inspections-for-underpinning/,/projects/underpinning-building-regulations/,Underpinning building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/underpinning-building-regulations/,/questions/completion-certificate-for-underpinning/,Completion certificate for Underpinning,Parent project should support related long-tail questions.,related_question
/questions/completion-certificate-for-underpinning/,/projects/underpinning-building-regulations/,Underpinning building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/underpinning-building-regulations/,/questions/what-documents-do-i-need-for-underpinning/,What documents do I need for Underpinning?,Parent project should support related long-tail questions.,related_question
/questions/what-documents-do-i-need-for-underpinning/,/projects/underpinning-building-regulations/,Underpinning building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/underpinning-building-regulations/,/questions/common-building-regs-mistakes-underpinning/,Common building regulations mistakes with Underpinning,Parent project should support related long-tail questions.,related_question
/questions/common-building-regs-mistakes-underpinning/,/projects/underpinning-building-regulations/,Underpinning building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/rooflights-building-regulations/,/questions/do-i-need-building-regulations-for-rooflights/,Do I need building regulations for Rooflights?,Parent project should support related long-tail questions.,related_question
/questions/do-i-need-building-regulations-for-rooflights/,/projects/rooflights-building-regulations/,Rooflights building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/rooflights-building-regulations/,/questions/building-notice-or-full-plans-for-rooflights/,Building notice or full plans for Rooflights?,Parent project should support related long-tail questions.,related_question
/questions/building-notice-or-full-plans-for-rooflights/,/projects/rooflights-building-regulations/,Rooflights building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/rooflights-building-regulations/,/questions/building-control-inspections-for-rooflights/,Building control inspections for Rooflights,Parent project should support related long-tail questions.,related_question
/questions/building-control-inspections-for-rooflights/,/projects/rooflights-building-regulations/,Rooflights building regulations,Question page should consolidate authority into parent project page.,contextual
/projects/rooflights-building-regulations/,/questions/completion-certificate-for-rooflights/,Completion certificate for Rooflights,Parent project should support related long-tail questions.,related_question
/questions/completion-certificate-for-rooflights/,/projects/rooflights-building-regulations/,Rooflights building regulations,Question page should consolidate authority into parent project page.,contextual
